Субъект;Последний год;Источник поступления данных в ЦЗЛ;Год первого поступления данных;Организация, проводившая обследования;Реестр ЛЗМ;Источник информации: 1-ИИ, 2-ИИ…5-ИИ;Приоритет проведения ЛЗМ;Способ проведения  государственного лесопатологического мониторинга:                                             1-ГЛПМ... 7-ГЛПМ;Оптимальные сроки проведения ЛЗМ;№ акта ЛПО;Внесение изменений;месяц для вновь выявленных или переоформленных;Дата внесения в реестр; Примечание к выделу (местоположение) ;Дата последнего изменеия в реестре;Год проведения лесоустройства;Дата обследования;широта;долгота;Лесничество;Участковое лесничество;Участок, урочище и т.п.;Квартал;Выдел;№ лесопатологического выдела;Площадь выдела, га;Целевое назначение лесов (код);Целевое назначение лесов по таксационным описаниям;Категория защитности;ОЗУ;ООПТ;Группа категория защитности;Состав;группа возраста;Возраст;Бонитет;Полнота;Запас на 1га, кбм;Транспортная доступность;Лесопользователь;Вид аренды ;Дата заключения договора;Срок аренды;год обследования;площадь обследования,га;№ разрешительного письма;площадь по ДЗЗ и ЛС,га;Вид СОМ 2015-2019;площадь СОМ 2015-2019, га;"Категория по форме ""Рослесхоз""";Главная порода;Повреждаемая порода;Код группы причин;Причина ослабления или гибели древостоя (1-ОЛПМ);Код повреждения по 1-ОЛПМ;Код второстепенной причины повреждения по 1-ОЛПМ;Год повреждения;Код защитности для приложения 2, 3;Прогноз;Повреждаемая порода по очагам 2-ОЛПМ;Код группы причины по 2-ОЛПМ;Виды вредителей и болезней (2-ОЛПМ);Код повреждения по 2-ОЛПМ;Фаза развития очага;Номер очага;общий отпад;степень усыхания;в т.ч. текущий;поврежденные (заселенные);Степень повреждения (заселения);Код признака, главный;% деревьев с наличием признака;Код признака второстепенный;% деревьев с наличием признака;Полнота, остающаяся после выборки деревьев, подлежащих рубке;Обеспечение лесовосстановления;Средневзвешенная категория состояния породы;Средневзвешенная категория состояния насаждения;Вид рекомендации;% деревьев от запаса подлежащий рубке;Погибшие;площадь рекомендации, га;запас рекомендованных,  куб. м;год гибели;Назначенные мероприятия текущего и прошедшего года;Площадь МЗЛ,га;запас МЗЛ, куб. м;Количество выбираемых деревьев (для РАД), шт.;Без признаков ослабления;Без признаков ослабления (Р);Ослабленные;Ослабленные (Р);Сильно ослабленные;Сильно ослабленные (Р);Усыхание;Усыхание (Р);Свежий сухостой;Свежий ветровал;Свежий бурелом;Старый сухостой;Старый ветровал;Старый бурелом;Площадь участка на конец декабря 2020 года;площадь, га (январь);запас, кмб. (январь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец января 2021 года;площадь, га (февраль);запас, кмб. (февраль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец февраля 2021 года;площадь, га (март);запас, кмб. (март);Площадь выдела с наличием ослабления (усыхания) древостоя на конец марта 2021 года;площадь, га (апрель);запас, кмб. (апрель);Площадь выдела с наличием ослабления (усыхания) древостоя на конец апреля 2021 года;площадь, га (май);запас, кмб. (май);Площадь выдела с наличием ослабления (усыхания) древостоя на конец мая 2021 года;площадь, га (июнь);запас, кмб. (июнь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июня 2021 года;площадь,га (июль);запас, кмб. (июль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июля 2021 года;площадь,га (август);запас, кмб. (август);Площадь выдела с наличием ослабления (усыхания) древостоя на конец августа 2021 года;площадь,га (сентябрь);запас, кмб. (сентябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец сентября 2021 года;площадь,га (октябрь);запас, кмб. (октябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец октября 2021 года;площадь, га (ноябрь);запас, кмб. (ноябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец ноября 2021 года;площадь, га (декабрь);запас, кмб. (декабрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец декабря 2021 года;Вид МЗЛ c начала года;Площадь нарастающим итогом, га;Запас МЗЛ с начала года;Способ ЛПО;Ф.И.О. исполнителя работ;занесено Ф.И.О.;Источники данных (для реестра приложение 1.1);Примечание;Способ актуализации
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;1;1;209;2;эксп;;;;;9П1К;4;150;3;0,6;230;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;19,9;;19,9;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;19,9;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;19,9;;;19,9;;;;;;;;;;;;;;;;;;;;;;;;19,9;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;2;1;41;2;эксп;;;;;9П1К;4;150;3;0,6;230;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;20,1;;20,1;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;20,1;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,1;;;20,1;;;;;;;;;;;;;;;;;;;;;;;;20,1;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;3;1;79;2;эксп;;;;;9П1К;4;150;3;0,6;250;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;15;;15;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;15;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;15;;;;;;;;;;;;;;;;;;;;;;;;15;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;4;1;56;1;защ;132;;;3;9П1К;4;130;3;0,6;250;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;5,1;;5,1;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;5,1;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,1;;;5,1;;;;;;;;;;;;;;;;;;;;;;;;5,1;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;22;1;69;1;защ;132;;;3;8П2К;4;140;3;0,6;250;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;9,2;;9,2;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;9,2;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,2;;;9,2;;;;;;;;;;;;;;;;;;;;;;;;9,2;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Верхне-Томское;;85;36;1;11;1;защ;132;;;3;8П2К;4;140;3;0,6;250;;ИП Бураков Константин Валерьевич;Заготовка древесины;;07.12.2009-07.12.2024;2020;1,3;;1,3;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;1,3;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;;;1,3;;;;;;;;;;;;;;;;;;;;;;;;1,3;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;26;21;1;54;2;эксп;;;;;8П2К;4;140;3;0,7;270;;Нет;;;;2020;12,1;;12,1;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;12,1;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,1;;;12,1;;;;;;;;;;;;;;;;;;;;;;;;12,1;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;37;9;1;59;2;эксп;;;;;8П2К;4;140;4;0,5;200;;Нет;;;;2020;1,9;;1,9;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;1,9;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;;;1,9;;;;;;;;;;;;;;;;;;;;;;;;1,9;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;37;10;1;69;2;эксп;;;;;8П2К;4;140;4;0,5;200;;Нет;;;;2020;4,1;;4,1;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;4,1;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,1;;;4,1;;;;;;;;;;;;;;;;;;;;;;;;4,1;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;наземка;;1992;29.05.2020;;;Балыксинское;Шорское;;37;11;1;226;1;эксп;145;1;;3;3К7П;4;220;3;0,6;370;;Нет;;;;2020;83,8;;83,8;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;83,8;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,8;;;83,8;;;;;;;;;;;;;;;;;;;;;;;;83,8;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;наземка;;1992;29.05.2020;;;Балыксинское;Шорское;;37;15;1;56;2;эксп;;;;;6П1К2Б1ОС;4;140;3;0,6;250;;Нет;;;;2020;6,5;;6,5;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;6,5;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,5;;;6,5;;;;;;;;;;;;;;;;;;;;;;;;6,5;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;наземка;;1992;29.05.2020;;;Балыксинское;Шорское;;37;16;1;40;1;эксп;145;1;;3;3К4П3Б;4;220;3;0,6;370;;Нет;;;;2020;6;;6;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;6;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;;;;;;;;;;;;;;;;;;;;;;6;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;наземка;;1992;29.05.2020;;;Балыксинское;Шорское;;37;18;1;15;2;эксп;;;;;6П2К2Б;4;140;3;0,6;230;;Нет;;;;2020;5;;5;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;5;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;5;;;;;;;;;;;;;;;;;;;;;;;;5;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;38;12;1;172;1;защ;145;;;3;4К6П;2;190;3;0,6;340;;Нет;;;;2020;1,7;;1,7;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;1,7;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;;;1,7;;;;;;;;;;;;;;;;;;;;;;;;1,7;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;38;27;1;82;1;защ;145;;;3;4К6П;3;210;3;0,6;340;;Нет;;;;2020;3,3;;3,3;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;3,3;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,3;;;3,3;;;;;;;;;;;;;;;;;;;;;;;;3,3;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;44;7;2;128;1;защ;145;;;3;3К7П;3;220;3;0,6;340;;Нет;;;;2020;2,1;;2,1;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;2,1;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;2,1;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;44;12;1;129;1;защ;145;;;3;4К6П;3;230;3;0,6;370;;Нет;;;;2020;10,6;;10,6;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;10,6;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,6;;;10,6;;;;;;;;;;;;;;;;;;;;;;;;10,6;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;48;18;1;54;1;защ;145;;;3;5П2К2ОС1Б;4;130;3;0,5;220;;Нет;;;;2020;5,9;;5,9;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;5,9;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,9;;;5,9;;;;;;;;;;;;;;;;;;;;;;;;5,9;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;48;19;1;139;1;защ;145;;;3;4К6П;2;180;3;0,6;340;;Нет;;;;2020;14;;14;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;14;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;14;;;;;;;;;;;;;;;;;;;;;;;;14;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;48;20;1;129;1;защ;145;;;3;4К6П;2;190;3;0,6;340;;Нет;;;;2020;11,9;;11,9;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;11,9;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,9;;;11,9;;;;;;;;;;;;;;;;;;;;;;;;11,9;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;55;3;1;24;1;защ;148;;;3;7П2К1Б;2;90;3;0,6;200;;Нет;;;;2020;1,3;;1,3;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;1,3;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;;;1,3;;;;;;;;;;;;;;;;;;;;;;;;1,3;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;55;4;1;41;1;защ;148;;;3;5П1Е2К2Б;4;130;3;0,4;140;;Нет;;;;2020;1,3;;1,3;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,1;;;;370;70;Погибшие;1,3;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;;;1,3;;;;;;;;;;;;;;;;;;;;;;;;1,3;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;56;1;1;4;1;защ;145;;;3;5П5Б;2;70;3;0,7;200;;Нет;;;;2020;0,8;;0,8;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;0,8;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;0,8;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;56;9;1;144;1;защ;145;;;3;4К6П;2;160;3;0,6;310;;Нет;;;;2020;7,4;;7,4;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;7,4;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,4;;;7,4;;;;;;;;;;;;;;;;;;;;;;;;7,4;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;56;19;1;55;1;защ;145;;;3;4К6П;2;180;3;0,6;290;;Нет;;;;2020;6,6;;6,6;;;Причина не установлена (по даным ДЗЗ);Кс;Кс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;6,6;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,6;;;6,6;;;;;;;;;;;;;;;;;;;;;;;;6,6;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;56;22;1;80;1;защ;145;;;3;7П2К1Б;4;140;3;0,6;250;;Нет;;;;2020;2,5;;2,5;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;5;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;2,5;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,5;;;2,5;;;;;;;;;;;;;;;;;;;;;;;;2,5;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);2020;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Шорское;;66;3;1;100;2;эксп;;;;;8П2К;4;160;3;0,6;230;;Нет;;;;2020;1,7;;1,7;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;1,7;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;;;1,7;;;;;;;;;;;;;;;;;;;;;;;;1,7;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Балыксинское;;60;1;1;33;2;эксп;;;;;9П1К;4;140;4;0,8;290;;Нет;;;;2020;12,9;;12,9;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;12,9;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,9;;;12,9;;;;;;;;;;;;;;;;;;;;;;;;12,9;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Балыксинское;;60;2;1;10;2;эксп;;;;;7П3Б;4;150;4;0,4;130;;Нет;;;;2020;9,5;;9,5;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,1;;;;370;70;Погибшие;9,5;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,5;;;9,5;;;;;;;;;;;;;;;;;;;;;;;;9,5;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
Республика Хакасия;2021;ДН (ИФЛ);;ЦЗЛ;;1-ИИ;3;;1 декада мая - 1 декада октября;;Новая площадь;март;15.03.2021;;;1992;29.05.2020;;;Балыксинское;Балыксинское;;60;12;1;29;2;эксп;;;;;8П1К1Б;4;150;4;0,7;240;;Нет;;;;2020;12,6;;12,6;;;Причина не установлена (по даным ДЗЗ);Пс;Пс;0;Причина не установлена (по даным ДЗЗ);0;;2019;;без изменений;;;;;;;70;более 40%;0;;;;;;;0,2;;;;370;70;Погибшие;12,6;;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,6;;;12,6;;;;;;;;;;;;;;;;;;;;;;;;12,6;;0;0;1а;;Линдт Е.А.;21;ДН (ИФЛ) 2020 года, погибшие;ИФЛ
